hostname,city,region,country,loc,org,postal,timezone,anycast
ws1.conscius.org.br,Cedar Knolls,New Jersey,US,"40.8220,-74.4488",AS63949 Akamai Connected Cloud,07927,America/New_York,
syn-024-164-172-042.res.spectrum.com,New York City,New York,US,"40.7443,-73.9781",AS12271 Charter Communications Inc,10016,America/New_York,
75-144-42-246-atlanta.hfc.comcastbusiness.net,Atlanta,Georgia,US,"33.7490,-84.3880","AS7922 Comcast Cable Communications, LLC",30302,America/New_York,
syn-075-179-019-107.res.spectrum.com,Akron,Ohio,US,"41.0835,-81.5674",AS10796 Charter Communications Inc,44320,America/New_York,
,Westmont,Illinois,US,"41.7959,-87.9756","AS7922 Comcast Cable Communications, LLC",60559,America/Chicago,
ool-4b6392ba.static.optonline.net,Nanuet,New York,US,"41.0887,-74.0135",AS6128 Cablevision Systems Corp.,10954,America/New_York,
,San Jose,California,US,"37.3394,-121.8950",AS46562 Performive LLC,95025,America/Los_Angeles,
107-181-232-123.static.gorillaservers.com,Los Angeles,California,US,"34.0522,-118.2437","AS53850 GorillaServers, Inc.",90009,America/Los_Angeles,
dynamic.libertypr.net,Trujillo Alto,Trujillo Alto,PR,"18.3547,-66.0074",AS14638 Liberty Communications of Puerto Rico LLC,00976,America/Puerto_Rico,
,Toronto,Ontario,CA,"43.7064,-79.3986",AS396338 Altima Telecom,M5A,America/Toronto,
,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
syn-172-113-163-183.res.spectrum.com,Huntington Beach,California,US,"33.6603,-117.9992",AS20001 Charter Communications Inc,92648,America/Los_Angeles,
,Los Angeles,California,US,"34.0559,-118.2666",AS398823 PEG TECH INC,90017,America/Los_Angeles,
108-211-122-150.lightspeed.irvnca.sbcglobal.net,Burbank,California,US,"34.2057,-118.4001","AS7018 AT&T Enterprises, LLC",91605,America/Los_Angeles,
pool-108-46-134-170.nycmny.fios.verizon.net,New York City,New York,US,"40.7143,-74.0060",AS701 Verizon Business,10001,America/New_York,
,Chicago,Illinois,US,"41.8500,-87.6500",AS8075 Microsoft Corporation,60666,America/Chicago,
23-25-14-234-static.hfc.comcastbusiness.net,Channahon,Illinois,US,"41.4295,-88.2287","AS7922 Comcast Cable Communications, LLC",60410,America/Chicago,
23-25-238-54-static.hfc.comcastbusiness.net,Pawling,New York,US,"41.5620,-73.6026","AS7922 Comcast Cable Communications, LLC",12564,America/New_York,
213.86.80.34.bc.googleusercontent.com,Taipei,Taiwan,TW,"25.0531,121.5264",AS396982 Google LLC,,Asia/Taipei,
ool-4573fb21.dyn.optonline.net,New York City,New York,US,"40.7143,-74.0060",AS6128 Cablevision Systems Corp.,10001,America/New_York,
c-68-43-136-255.hsd1.mi.comcast.net,Warren,Michigan,US,"42.4904,-83.0130","AS7922 Comcast Cable Communications, LLC",48090,America/Detroit,
syn-076-180-099-249.res.spectrum.com,Buffalo,New York,US,"42.8840,-78.8597",AS11351 Charter Communications Inc,14204,America/New_York,
,Las Vegas,Nevada,US,"36.1008,-115.1365","AS53340 VegasNAP, LLC",89119,America/Los_Angeles,
,Santa Clara,California,US,"37.3483,-121.9844","AS14061 DigitalOcean, LLC",95051,America/Los_Angeles,
,Frankfurt am Main,Hesse,DE,"50.1155,8.6842","AS14061 DigitalOcean, LLC",60306,Europe/Berlin,
pool-108-35-58-245.nwrknj.fios.verizon.net,New Brunswick,New Jersey,US,"40.4862,-74.4518",AS701 Verizon Business,08901,America/New_York,
syn-172-072-017-027.res.spectrum.com,Charlotte,North Carolina,US,"35.2271,-80.8431",AS11426 Charter Communications Inc,28202,America/New_York,
,Frankfurt am Main,Hesse,DE,"50.1155,8.6842","AS14061 DigitalOcean, LLC",60306,Europe/Berlin,
c-24-22-78-185.hsd1.or.comcast.net,Portland,Oregon,US,"45.5234,-122.6762","AS7922 Comcast Cable Communications, LLC",97204,America/Los_Angeles,
45-79-192-71.ip.linodeusercontent.com,Atlanta,Georgia,US,"33.7490,-84.3880",AS63949 Akamai Connected Cloud,30302,America/New_York,
host-210-234.txcsucn.collegestation.tx.us.clients.pavlovmedia.net,College Station,Texas,US,"30.6280,-96.3344",AS23473 PAVLOV MEDIA INC,77842,America/Chicago,
45-79-105-161.ip.linodeusercontent.com,Fremont,California,US,"37.5483,-121.9886",AS63949 Akamai Connected Cloud,94536,America/Los_Angeles,
,Orlando,Florida,US,"28.5383,-81.3792",AS23314 Summit Broadband,32801,America/New_York,
,Frankfurt am Main,Hesse,DE,"50.1155,8.6842","AS14061 DigitalOcean, LLC",60306,Europe/Berlin,
339090.cloudwaysapps.com,London,England,GB,"51.5085,-0.1257","AS14061 DigitalOcean, LLC",E1W,Europe/London,
hlfxns018gw-134-41-188-126.dhcp-dynamic.fibreop.ns.bellaliant.net,English Corner,Nova Scotia,CA,"44.7334,-63.7820",AS855 Bell Canada,B4B,America/Halifax,
,Paris,Île-de-France,FR,"48.8534,2.3488",AS212238 Datacamp Limited,75000,Europe/Paris,
li130-192.members.linode.com,Cedar Knolls,New Jersey,US,"40.8220,-74.4488",AS63949 Akamai Connected Cloud,07927,America/New_York,
,Secaucus,New Jersey,US,"40.7895,-74.0565","AS14061 DigitalOcean, LLC",07094,America/New_York,
eagle.griffinsysapps.com,Richardson,Texas,US,"32.9482,-96.7297",AS63949 Akamai Connected Cloud,75080,America/Chicago,
,Santa Clara,California,US,"37.3483,-121.9844","AS14061 DigitalOcean, LLC",95051,America/Los_Angeles,
dynamic.libertypr.net,San Juan,San Juan,PR,"18.4663,-66.1057",AS14638 Liberty Communications of Puerto Rico LLC,00901,America/Puerto_Rico,
hlfxns018gw-134-41-14-213.dhcp-dynamic.fibreop.ns.bellaliant.net,Lower Sackville,Nova Scotia,CA,"44.7760,-63.6786",AS855 Bell Canada,B4C,America/Halifax,
,Surrey,British Columbia,CA,"49.1063,-122.8251",AS6327 Shaw Communications Inc.,V3Z,America/Vancouver,
c-98-253-113-227.hsd1.il.comcast.net,Lyons,Illinois,US,"41.8134,-87.8181","AS7922 Comcast Cable Communications, LLC",60534,America/Chicago,
c-69-139-2-66.hsd1.de.comcast.net,Philadelphia,Pennsylvania,US,"39.9524,-75.1636","AS7922 Comcast Cable Communications, LLC",19099,America/New_York,
64-250-203-35.dyn.hsi.pldi.net,Canton,Oklahoma,US,"36.0536,-98.5884",AS11650 Pioneer Long Distance Inc.,73724,America/Chicago,
ool-4a592932.dyn.optonline.net,New York City,New York,US,"40.7143,-74.0060",AS6128 Cablevision Systems Corp.,10001,America/New_York,
mcg-fremont-163.mahaska.org,Oskaloosa,Iowa,US,"41.2964,-92.6444","AS19628 Mahaska Communication Group, LLC",52577,America/Chicago,
nat-199-58-99-80.panorama.alyrica.net,Corvallis,Oregon,US,"44.5646,-123.2620",AS25961 Alyrica Networks Inc.,97339,America/Los_Angeles,
,Pendleton,Oregon,US,"45.6721,-118.7886",AS62915 Wtechlink Incorporated,97801,America/Los_Angeles,
107-114-agavebb-nm.abq.nm.agavebb.net,Miramar Beach,Florida,US,"30.3744,-86.3586",AS18771 3ds Communications LLC,32550,America/Chicago,
,San Jose,California,US,"37.3394,-121.8950",,95025,America/Los_Angeles,
mobile-166-130-52-235.mycingular.net,Atlanta,Georgia,US,"33.7490,-84.3880","AS20057 AT&T Enterprises, LLC",30302,America/New_York,
66-165-225-2.static.hvvc.us,Los Angeles,California,US,"34.0559,-118.2666","AS29802 HIVELOCITY, Inc.",90017,America/Los_Angeles,
,Ottawa,Ontario,CA,"45.4112,-75.6981",AS577 Bell Canada,K1R,America/Toronto,
hive.honeybee.pub,Dallas,Texas,US,"32.7831,-96.8067",AS54290 Hostwinds LLC.,75201,America/Chicago,
c-73-123-131-163.hsd1.nh.comcast.net,Manchester,New Hampshire,US,"42.9956,-71.4548","AS7922 Comcast Cable Communications, LLC",03101,America/New_York,
syn-076-169-069-104.res.spectrum.com,Fontana,California,US,"34.0794,-117.4551",AS20001 Charter Communications Inc,92335,America/Los_Angeles,
75-145-206-107-virginia.hfc.comcastbusiness.net,Winchester,Virginia,US,"39.1857,-78.1633","AS7922 Comcast Cable Communications, LLC",22601,America/New_York,
76-229-159-169.lightspeed.hstntx.sbcglobal.net,Tomball,Texas,US,"30.0972,-95.6161","AS7018 AT&T Enterprises, LLC",77375,America/Chicago,
ool-4b63d53d.static.optonline.net,West Torrington,Connecticut,US,"41.8184,-73.1437",AS6128 Cablevision Systems Corp.,06094,America/New_York,
ip98-171-65-59.ph.ph.cox.net,Phoenix,Arizona,US,"33.4484,-112.0740",AS22773 Cox Communications Inc.,85001,America/Phoenix,
pool-108-39-73-192.nrflva.fios.verizon.net,Chesapeake,Virginia,US,"36.8190,-76.2749",AS701 Verizon Business,23324,America/New_York,
108-237-79-177.lightspeed.frsnca.sbcglobal.net,Dinuba,California,US,"36.5433,-119.3871","AS7018 AT&T Enterprises, LLC",93618,America/Los_Angeles,
,Washington,Virginia,US,"38.7135,-78.1594",AS8075 Microsoft Corporation,22747,America/New_York,
c-24-143-101-2.customer.broadstripe.net,Seattle,Washington,US,"47.6062,-122.3321",AS11404 Wave Broadband,98101,America/Los_Angeles,
host-24-222-252-40.public.eastlink.ca,Greenwood,Nova Scotia,CA,"44.9741,-64.9317",AS11260 EastLink,B0S,America/Halifax,
,Kabul,Kabul,AF,"34.5281,69.1723",AS55330 AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK,,Asia/Kabul,
,Piscataway,New Jersey,US,"40.4993,-74.3990",AS23470 ReliableSite.Net LLC,08854,America/New_York,
syn-072-178-079-224.res.spectrum.com,Killeen,Texas,US,"31.1164,-97.7278",AS11427 Charter Communications Inc,76541,America/Chicago,
syn-072-229-176-080.res.spectrum.com,Bellerose Terrace,New York,US,"40.7272,-73.7949",AS12271 Charter Communications Inc,11366,America/New_York,
c-67-191-70-170.hsd1.fl.comcast.net,Fort Lauderdale,Florida,US,"26.1223,-80.1434","AS7922 Comcast Cable Communications, LLC",33302,America/New_York,
c-73-55-104-201.hsd1.fl.comcast.net,Brandon,Florida,US,"27.9378,-82.2859","AS7922 Comcast Cable Communications, LLC",33509,America/New_York,
syn-066-074-184-104.res.spectrum.com,Palm Springs,California,US,"33.8303,-116.5453",AS20001 Charter Communications Inc,92262,America/Los_Angeles,
,Westminster,Colorado,US,"39.8366,-105.0372","AS7922 Comcast Cable Communications, LLC",80030,America/Denver,
host-216-104-101-61.public.eastlink.ca,Espanola,Ontario,CA,"46.2584,-81.7665",AS11260 EastLink,P5E,America/Toronto,
,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
147.82.238.104.host.secureserver.net,Phoenix,Arizona,US,"33.4484,-112.0740","AS26496 GoDaddy.com, LLC",85001,America/Phoenix,
,Atlanta,Georgia,US,"33.7490,-84.3880","AS20141 Quality Technology Services, LLC",30302,America/New_York,
pool-100-6-135-112.pitbpa.fios.verizon.net,Pittsburgh,Pennsylvania,US,"40.4406,-79.9959",AS701 Verizon Business,15212,America/New_York,
syn-074-087-041-042.biz.spectrum.com,Santa Ana,California,US,"33.7456,-117.8678",AS20001 Charter Communications Inc,92712,America/Los_Angeles,
syn-072-229-186-180.res.spectrum.com,Bellerose Terrace,New York,US,"40.7272,-73.7949",AS12271 Charter Communications Inc,11366,America/New_York,
ool-4575d2e6.dyn.optonline.net,New York City,New York,US,"40.7143,-74.0060",AS6128 Cablevision Systems Corp.,10001,America/New_York,
178-126-162-69.static.reverse.lstn.net,Dallas,Texas,US,"32.7831,-96.8067","AS46475 Limestone Networks, Inc.",75201,America/Chicago,
67-197-195-245.cm.rkhlsc.dyn.comporium.net,Rock Hill,South Carolina,US,"34.9249,-81.0251","AS14615 Comporium, Inc",29730,America/New_York,
d24-141-140-189.home.cgocable.net,Burlington,Ontario,CA,"43.3862,-79.8371",AS7992 Cogeco Connexion Inc.,L7R,America/Toronto,
,Trujillo Alto,Trujillo Alto,PR,"18.3547,-66.0074",AS14638 Liberty Communications of Puerto Rico LLC,00976,America/Puerto_Rico,
ip68-111-50-246.br.br.cox.net,Baton Rouge,Louisiana,US,"30.4433,-91.1875",AS22773 Cox Communications Inc.,70801,America/Chicago,
census8.shodan.io,San Diego,California,US,"32.7157,-117.1647","AS10439 CariNet, Inc.",92101,America/Los_Angeles,
syn-068-112-209-166.res.spectrum.com,Opelousas,Louisiana,US,"30.5144,-92.0897",AS20115 Charter Communications LLC,70570,America/Chicago,
syn-071-066-203-234.biz.spectrum.com,Racine,Wisconsin,US,"42.7242,-87.8551",AS10796 Charter Communications Inc,53406,America/Chicago,
,Ottawa,Ontario,CA,"45.4112,-75.6981",AS577 Bell Canada,K1R,America/Toronto,
ool-44c086df.dyn.optonline.net,Watertown,Connecticut,US,"41.6062,-73.1182",AS6128 Cablevision Systems Corp.,06795,America/New_York,
ec2-52-0-134-91.compute-1.amazonaws.com,Ashburn,Virginia,US,"39.0437,-77.4875","AS14618 Amazon.com, Inc.",20147,America/New_York,
70-91-26-118-busname-panjde.hfc.comcastbusiness.net,Philadelphia,Pennsylvania,US,"39.9524,-75.1636","AS7922 Comcast Cable Communications, LLC",19099,America/New_York,
45-79-146-144.ip.linodeusercontent.com,Cedar Knolls,New Jersey,US,"40.8220,-74.4488",AS63949 Akamai Connected Cloud,07927,America/New_York,
,Kansas City,Missouri,US,"39.1479,-94.5680","AS64236 UnReal Servers, LLC",64116,America/Chicago,
192-3-207-74-host.colocrossing.com,Buffalo,New York,US,"42.8865,-78.8784",AS36352 HostPapa,14202,America/New_York,
52.213.72.148.host.secureserver.net,Singapore,Singapore,SG,"1.2897,103.8501","AS26496 GoDaddy.com, LLC",018989,Asia/Singapore,
,Toronto,Ontario,CA,"43.7064,-79.3986",AS54614 CIK Telecom INC,M5A,America/Toronto,
syn-108-185-115-153.res.spectrum.com,Stanton,California,US,"33.8025,-117.9931",,90680,America/Los_Angeles,
syn-096-037-073-096.res.spectrum.com,Easley,South Carolina,US,"34.8298,-82.6015",AS20115 Charter Communications LLC,29640,America/New_York,
syn-097-092-102-106.biz.spectrum.com,Gardnerville,Nevada,US,"38.8703,-119.6115",AS20115 Charter Communications LLC,89410,America/Los_Angeles,
144.202.113.128.vultrusercontent.com,Los Angeles,California,US,"34.0614,-118.2385","AS20473 The Constant Company, LLC",90012,America/Los_Angeles,
208-80-174-208-80-174-163.cpe.sparklight.net,Kingsville,Texas,US,"27.4229,-97.8407","AS11492 CABLE ONE, INC.",78363,America/Chicago,
,Des Moines,Iowa,US,"41.6005,-93.6091",AS8075 Microsoft Corporation,50307,America/Chicago,
ool-18b9f270.dyn.optonline.net,New York City,New York,US,"40.7143,-74.0060",AS6128 Cablevision Systems Corp.,10001,America/New_York,
modemcable159.119-203-24.mc.videotron.ca,Saint-Jean-sur-Richelieu,Quebec,CA,"45.3071,-73.2626",AS5769 Videotron Ltee,J3B,America/Toronto,
c-24-30-17-198.hsd1.ga.comcast.net,Atlanta,Georgia,US,"33.7490,-84.3880","AS7922 Comcast Cable Communications, LLC",30302,America/New_York,
pool-108-4-10-25.rcmdva.fios.verizon.net,Glen Allen,Virginia,US,"37.6660,-77.5064",AS701 Verizon Business,23060,America/New_York,
108-162-155-236.cable.teksavvy.com,Toronto,Ontario,CA,"43.7064,-79.3986","AS5645 TekSavvy Solutions, Inc.",M5A,America/Toronto,
syn-173-169-025-082.res.spectrum.com,Gulfport,Florida,US,"27.7484,-82.7034","AS33363 Charter Communications, Inc",33707,America/New_York,
192.34.108.226-reverse.wowrack.com,Seattle,Washington,US,"47.4889,-122.3012",AS27323 Wowrack.com,98168,America/Los_Angeles,
104-182-16-34.lightspeed.jcsnms.sbcglobal.net,Jackson,Mississippi,US,"32.2988,-90.1848","AS7018 AT&T Enterprises, LLC",39201,America/Chicago,
,Sunnyvale,California,US,"37.3688,-122.0363","AS45102 Alibaba (US) Technology Co., Ltd.",94088,America/Los_Angeles,
,King and Queen Court House,Virginia,US,"37.6699,-76.8775",AS32757 VA Broadband LLC,23085,America/New_York,
,Santa Clara,California,US,"37.3924,-121.9623",AS18779 EGIHosting,95054,America/Los_Angeles,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
syn-172-091-230-159.res.spectrum.com,Santa Clarita,California,US,"34.3795,-118.5230",AS20001 Charter Communications Inc,91321,America/Los_Angeles,
,Toronto,Ontario,CA,"43.7064,-79.3986","AS14061 DigitalOcean, LLC",M5A,America/Toronto,
,Singapore,Singapore,SG,"1.3215,103.6957","AS14061 DigitalOcean, LLC",627753,Asia/Singapore,
c-73-6-5-175.hsd1.tx.comcast.net,Houston,Texas,US,"29.7633,-95.3633","AS7922 Comcast Cable Communications, LLC",77002,America/Chicago,
ool-2f10822a.dyn.optonline.net,New York City,New York,US,"40.7143,-74.0060",AS6128 Cablevision Systems Corp.,10001,America/New_York,
,Roca,Nebraska,US,"40.6575,-96.6581","AS3356 Level 3 Parent, LLC",68430,America/Chicago,
ec2-18-213-130-130.compute-1.amazonaws.com,Ashburn,Virginia,US,"39.0437,-77.4875","AS14618 Amazon.com, Inc.",20147,America/New_York,
ool-182f4bee.dyn.optonline.net,Yonkers,New York,US,"40.9312,-73.8988",AS6128 Cablevision Systems Corp.,10702,America/New_York,
,Castries,Castries,LC,"13.9957,-61.0061",AS15344 Karib Cable,,America/St_Lucia,
5.10.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
72.5.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
66.42.119.208.vultrusercontent.com,Elk Grove Village,Illinois,US,"42.0076,-87.9931","AS20473 The Constant Company, LLC",60007,America/Chicago,
,Vancouver,British Columbia,CA,"49.2497,-123.1193",AS852 TELUS Communications Inc.,V5Y,America/Vancouver,
occaecativqosm.impecran-echap.online,Chicago,Illinois,US,"41.8500,-87.6500",AS36352 HostPapa,60666,America/Chicago,
,Chaguanas,Chaguanas,TT,"10.5167,-61.4167",AS27665 Columbus Communications Trinidad Limited.,,America/Port_of_Spain,
,Bellevue,Washington,US,"47.5614,-122.1552",,98006,America/Los_Angeles,
syn-172-254-216-130.biz.spectrum.com,New York City,New York,US,"40.7143,-74.0060",AS12271 Charter Communications Inc,10001,America/New_York,
,Santa Clara,California,US,"37.3483,-121.9844","AS14061 DigitalOcean, LLC",95051,America/Los_Angeles,
,Santa Clara,California,US,"37.3483,-121.9844","AS14061 DigitalOcean, LLC",95051,America/Los_Angeles,
108-85-71-7.lightspeed.miamfl.sbcglobal.net,Pompano Beach,Florida,US,"26.2674,-80.2092","AS7018 AT&T Enterprises, LLC",33063,America/New_York,
,Chicago,Illinois,US,"41.8500,-87.6500","AS7922 Comcast Cable Communications, LLC",60666,America/Chicago,
c-98-197-253-179.hsd1.tx.comcast.net,Houston,Texas,US,"29.7633,-95.3633","AS7922 Comcast Cable Communications, LLC",77002,America/Chicago,
,Fort Lauderdale,Florida,US,"26.1223,-80.1434","AS7922 Comcast Cable Communications, LLC",33302,America/New_York,
,Dallas,Texas,US,"32.8152,-96.8703",AS931 Hyonix,75247,America/Chicago,
c-73-128-157-141.hsd1.md.comcast.net,Odenton,Maryland,US,"39.0840,-76.7002","AS7922 Comcast Cable Communications, LLC",21113,America/New_York,
dhcp-72-235-130-216.hawaiiantel.net,Honolulu,Hawaii,US,"21.3069,-157.8583","AS36149 Hawaiian Telcom Services Company, Inc.",96802,Pacific/Honolulu,
ip70-178-124-241.ks.ks.cox.net,Johnson,Arkansas,US,"36.1329,-94.1655",AS22773 Cox Communications Inc.,72741,America/Chicago,
ec2-3-17-11-214.us-east-2.compute.amazonaws.com,Columbus,Ohio,US,"39.9612,-82.9988","AS16509 Amazon.com, Inc.",43215,America/New_York,
ip68-229-235-210.ok.ok.cox.net,Oklahoma City,Oklahoma,US,"35.4676,-97.5164",AS22773 Cox Communications Inc.,73102,America/Chicago,
syn-067-010-251-116.res.spectrum.com,Arlington,Texas,US,"32.6931,-97.1347",AS11427 Charter Communications Inc,76015,America/Chicago,
dynamic.libertypr.net,Bayamón,Bayamón,PR,"18.3986,-66.1557",AS14638 Liberty Communications of Puerto Rico LLC,00956,America/Puerto_Rico,
,Cape Coral,Florida,US,"26.5629,-81.9495","AS7922 Comcast Cable Communications, LLC",33910,America/New_York,
,Ottawa,Ontario,CA,"45.4112,-75.6981",AS577 Bell Canada,K1R,America/Toronto,
nms.tacservers.net,Atlanta,Georgia,US,"33.7490,-84.3880","AS3842 InMotion Hosting, Inc.",30302,America/New_York,
,Houston,Texas,US,"29.7633,-95.3633","AS7922 Comcast Cable Communications, LLC",77002,America/Chicago,
,Santa Clara,California,US,"37.3483,-121.9844","AS14061 DigitalOcean, LLC",95051,America/Los_Angeles,
,Santa Clara,California,US,"37.3924,-121.9623",AS18779 EGIHosting,95054,America/Los_Angeles,
204-83-71-180.regn.hsdb.sasknet.sk.ca,Regina,Saskatchewan,CA,"50.4501,-104.6178",AS803 Saskatchewan Telecommunications,S4M,America/Regina,
